Job ID,Job Name,Submit,Start,End,Runtime / h,Scheduling Coefficient,Job Size / Nodes,Charged Usage / CUs,Raw Usage / CUs
1889674,u-ch427-n96-start-paper-19.install_cold.19880901T0000Z,2022-06-21 21:07:51,2022-06-21 21:07:53,2022-06-21 21:08:03,0:00:10,0.833,1,0.003,0.003
1889675,u-ch427-n96-start-paper-19.xml.19880901T0000Z,2022-06-21 21:07:51,2022-06-21 21:13:16,2022-06-21 21:13:28,0:00:12,0.036,1,0.003,0.003
1889676,u-ch427-n96-start-paper-18.fcm_make2_um.19880901T0000Z,2022-06-21 21:07:57,2022-06-21 21:13:06,2022-06-21 21:21:47,0:08:41,0.628,1,0.145,0.145
1889677,u-ch427-n96-start-paper-19.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:08:03,2022-06-21 21:13:06,2022-06-21 21:13:19,0:00:13,0.041,1,0.004,0.004
1889678,u-ch427-n96-start-paper-21.ens_setup_all.19880901T0000Z,2022-06-21 21:08:11,2022-06-21 21:13:16,2022-06-21 21:15:05,0:01:49,0.263,1,0.03,0.03
1889679,u-ch427-n96-start-paper-21.install_cold.19880901T0000Z,2022-06-21 21:08:13,2022-06-21 21:08:16,2022-06-21 21:08:26,0:00:10,0.769,1,0.003,0.003
1889680,u-ch427-n96-start-paper-21.xml.19880901T0000Z,2022-06-21 21:08:13,2022-06-21 21:13:23,2022-06-21 21:13:36,0:00:13,0.04,1,0.004,0.004
1889681,u-ch427-n96-start-paper-19.fcm_make2_um.19880901T0000Z,2022-06-21 21:08:18,2022-06-21 21:13:33,2022-06-21 21:22:22,0:08:49,0.627,1,0.147,0.147
1889682,u-ch427-n96-start-paper-21.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:08:23,2022-06-21 21:13:37,2022-06-21 21:13:49,0:00:12,0.037,1,0.003,0.003
1889683,u-ch427-n96-start-paper-22.ens_setup_all.19880901T0000Z,2022-06-21 21:08:33,2022-06-21 21:13:41,2022-06-21 21:15:33,0:01:52,0.267,1,0.031,0.031
1889684,u-ch427-n96-start-paper-22.install_cold.19880901T0000Z,2022-06-21 21:08:33,2022-06-21 21:08:37,2022-06-21 21:08:46,0:00:09,0.692,1,0.002,0.002
1889685,u-ch427-n96-start-paper-22.xml.19880901T0000Z,2022-06-21 21:08:33,2022-06-21 21:13:54,2022-06-21 21:14:08,0:00:14,0.042,1,0.004,0.004
1889686,u-ch427-n96-start-paper-21.fcm_make2_um.19880901T0000Z,2022-06-21 21:08:36,2022-06-21 21:14:10,2022-06-21 21:23:06,0:08:56,0.616,1,0.149,0.149
1889687,u-ch427-n96-start-paper-22.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:08:42,2022-06-21 21:14:10,2022-06-21 21:14:25,0:00:15,0.044,1,0.004,0.004
1889688,u-ch427-n96-start-paper-23.ens_setup_all.19880901T0000Z,2022-06-21 21:08:50,2022-06-21 21:14:06,2022-06-21 21:14:36,0:00:30,0.087,1,0.008,0.008
1889689,u-ch427-n96-start-paper-23.install_cold.19880901T0000Z,2022-06-21 21:08:50,2022-06-21 21:08:53,2022-06-21 21:09:03,0:00:10,0.769,1,0.003,0.003
1889690,u-ch427-n96-start-paper-23.xml.19880901T0000Z,2022-06-21 21:08:50,2022-06-21 21:14:06,2022-06-21 21:14:22,0:00:16,0.048,1,0.004,0.004
1889691,u-ch427-n96-start-paper-22.fcm_make2_um.19880901T0000Z,2022-06-21 21:08:57,2022-06-21 21:14:16,2022-06-21 21:22:57,0:08:41,0.62,1,0.145,0.145
1889692,u-ch427-n96-start-paper-23.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:09:02,2022-06-21 21:14:32,2022-06-21 21:14:44,0:00:12,0.035,1,0.003,0.003
1889693,u-ch427-n96-start-paper-24.ens_setup_all.19880901T0000Z,2022-06-21 21:09:11,2022-06-21 21:14:49,2022-06-21 21:15:21,0:00:32,0.086,1,0.009,0.009
1889694,u-ch427-n96-start-paper-24.install_cold.19880901T0000Z,2022-06-21 21:09:13,2022-06-21 21:09:18,2022-06-21 21:09:31,0:00:13,0.722,1,0.004,0.004
1889695,u-ch427-n96-start-paper-24.xml.19880901T0000Z,2022-06-21 21:09:13,2022-06-21 21:15:03,2022-06-21 21:15:16,0:00:13,0.036,1,0.004,0.004
1889696,u-ch427-n96-start-paper-23.fcm_make2_um.19880901T0000Z,2022-06-21 21:09:16,2022-06-21 21:15:03,2022-06-21 21:23:50,0:08:47,0.603,1,0.146,0.146
1889697,u-ch427-n96-start-paper-24.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:09:21,2022-06-21 21:15:03,2022-06-21 21:15:18,0:00:15,0.042,1,0.004,0.004
1889698,u-ch427-n96-start-paper-25.ens_setup_all.19880901T0000Z,2022-06-21 21:09:36,2022-06-21 21:15:03,2022-06-21 21:15:39,0:00:36,0.099,1,0.01,0.01
1889699,u-ch427-n96-start-paper-25.install_cold.19880901T0000Z,2022-06-21 21:09:36,2022-06-21 21:09:37,2022-06-21 21:09:47,0:00:10,0.909,1,0.003,0.003
1889700,u-ch427-n96-start-paper-25.xml.19880901T0000Z,2022-06-21 21:09:36,2022-06-21 21:15:03,2022-06-21 21:15:15,0:00:12,0.035,1,0.003,0.003
1889701,u-ch427-n96-start-paper-24.fcm_make2_um.19880901T0000Z,2022-06-21 21:09:39,2022-06-21 21:15:03,2022-06-21 21:24:01,0:08:58,0.624,1,0.149,0.149
1889702,u-ch427-n96-start-paper-25.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:09:46,2022-06-21 21:15:06,2022-06-21 21:15:18,0:00:12,0.036,1,0.003,0.003
1889703,u-ch427-n96-start-paper-26.ens_setup_all.19880901T0000Z,2022-06-21 21:09:53,2022-06-21 21:15:11,2022-06-21 21:15:51,0:00:40,0.112,1,0.011,0.011
1889704,u-ch427-n96-start-paper-26.install_cold.19880901T0000Z,2022-06-21 21:09:53,2022-06-21 21:09:53,2022-06-21 21:10:03,0:00:10,1,1,0.003,0.003
1889705,u-ch427-n96-start-paper-26.xml.19880901T0000Z,2022-06-21 21:09:53,2022-06-21 21:15:06,2022-06-21 21:15:18,0:00:12,0.037,1,0.003,0.003
1889706,u-ch427-n96-start-paper-25.fcm_make2_um.19880901T0000Z,2022-06-21 21:09:59,2022-06-21 21:15:06,2022-06-21 21:23:59,0:08:53,0.635,1,0.148,0.148
1889707,u-ch427-n96-start-paper-26.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:10:08,2022-06-21 21:15:06,2022-06-21 21:15:18,0:00:12,0.039,1,0.003,0.003
1889708,u-ch427-n96-start-paper-27.ens_setup_all.19880901T0000Z,2022-06-21 21:10:16,2022-06-21 21:15:06,2022-06-21 21:15:51,0:00:45,0.134,1,0.012,0.012
1889709,u-ch427-n96-start-paper-27.install_cold.19880901T0000Z,2022-06-21 21:10:16,2022-06-21 21:10:18,2022-06-21 21:10:28,0:00:10,0.833,1,0.003,0.003
1889710,u-ch427-n96-start-paper-27.xml.19880901T0000Z,2022-06-21 21:10:16,2022-06-21 21:15:06,2022-06-21 21:15:18,0:00:12,0.04,1,0.003,0.003
1889711,u-ch427-n96-start-paper-11.install_ancil.19880901T0000Z,2022-06-21 21:10:21,2022-06-21 21:10:23,2022-06-21 21:10:33,0:00:10,0.833,1,0.003,0.003
1889713,u-ch427-n96-start-paper-26.fcm_make2_um.19880901T0000Z,2022-06-21 21:10:23,2022-06-21 21:15:28,2022-06-21 21:24:01,0:08:33,0.627,1,0.142,0.142
1889714,u-ch427-n96-start-paper-27.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:10:28,2022-06-21 21:15:28,2022-06-21 21:15:41,0:00:13,0.042,1,0.004,0.004
1889715,u-ch427-n96-start-paper-28.ens_setup_all.19880901T0000Z,2022-06-21 21:10:37,2022-06-21 21:15:28,2022-06-21 21:16:19,0:00:51,0.149,1,0.014,0.014
1889716,u-ch427-n96-start-paper-28.install_cold.19880901T0000Z,2022-06-21 21:10:37,2022-06-21 21:10:40,2022-06-21 21:10:50,0:00:10,0.769,1,0.003,0.003
1889717,u-ch427-n96-start-paper-28.xml.19880901T0000Z,2022-06-21 21:10:37,2022-06-21 21:15:28,2022-06-21 21:15:40,0:00:12,0.04,1,0.003,0.003
1889718,u-ch427-n96-start-paper-12.install_ancil.19880901T0000Z,2022-06-21 21:10:37,2022-06-21 21:10:40,2022-06-21 21:10:49,0:00:09,0.75,1,0.002,0.002
1889719,u-ch427-n96-start-paper-27.fcm_make2_um.19880901T0000Z,2022-06-21 21:10:41,2022-06-21 21:15:33,2022-06-21 21:24:19,0:08:46,0.643,1,0.146,0.146
1889720,u-ch427-n96-start-paper-28.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:10:48,2022-06-21 21:15:37,2022-06-21 21:15:49,0:00:12,0.04,1,0.003,0.003
1889722,u-ch427-n96-start-paper-13.install_ancil.19880901T0000Z,2022-06-21 21:10:55,2022-06-21 21:10:58,2022-06-21 21:11:08,0:00:10,0.769,1,0.003,0.003
1889723,u-ch427-n96-start-paper-29.ens_setup_all.19880901T0000Z,2022-06-21 21:10:59,2022-06-21 21:15:37,2022-06-21 21:16:32,0:00:55,0.165,1,0.015,0.015
1889724,u-ch427-n96-start-paper-29.install_cold.19880901T0000Z,2022-06-21 21:10:59,2022-06-21 21:11:01,2022-06-21 21:11:10,0:00:09,0.818,1,0.002,0.002
1889725,u-ch427-n96-start-paper-29.xml.19880901T0000Z,2022-06-21 21:10:59,2022-06-21 21:15:37,2022-06-21 21:15:49,0:00:12,0.041,1,0.003,0.003
1889726,u-ch427-n96-start-paper-28.fcm_make2_um.19880901T0000Z,2022-06-21 21:11:03,2022-06-21 21:15:41,2022-06-21 21:24:23,0:08:42,0.652,1,0.145,0.145
1889727,u-ch427-n96-start-paper-29.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:11:10,2022-06-21 21:15:45,2022-06-21 21:15:57,0:00:12,0.042,1,0.003,0.003
1889728,u-ch427-n96-start-paper-14.install_ancil.19880901T0000Z,2022-06-21 21:11:23,2022-06-21 21:11:23,2022-06-21 21:11:33,0:00:10,1,1,0.003,0.003
1889729,u-ch427-n96-start-paper-29.fcm_make2_um.19880901T0000Z,2022-06-21 21:11:25,2022-06-21 21:15:45,2022-06-21 21:24:23,0:08:38,0.666,1,0.144,0.144
1889731,u-ch427-n96-start-paper-15.install_ancil.19880901T0000Z,2022-06-21 21:11:39,2022-06-21 21:11:42,2022-06-21 21:11:51,0:00:09,0.75,1,0.002,0.002
1889732,u-ch427-n96-start-paper-16.install_ancil.19880901T0000Z,2022-06-21 21:11:59,2022-06-21 21:11:59,2022-06-21 21:12:08,0:00:09,1,1,0.002,0.002
1889733,u-ch427-n96-start-paper-17.install_ancil.19880901T0000Z,2022-06-21 21:12:24,2022-06-21 21:12:26,2022-06-21 21:12:36,0:00:10,0.833,1,0.003,0.003
1889734,u-ch427-n96-start-paper-18.install_ancil.19880901T0000Z,2022-06-21 21:12:39,2022-06-21 21:12:40,2022-06-21 21:12:49,0:00:09,0.9,1,0.002,0.002
1889735,u-ch427-n96-start-paper-19.install_ancil.19880901T0000Z,2022-06-21 21:12:59,2022-06-21 21:13:01,2022-06-21 21:13:13,0:00:12,0.857,1,0.003,0.003
1889736,u-ch427-n96-start-paper-21.install_ancil.19880901T0000Z,2022-06-21 21:13:23,2022-06-21 21:13:23,2022-06-21 21:13:33,0:00:10,1,1,0.003,0.003
1889738,u-ch427-n96-start-paper-22.install_ancil.19880901T0000Z,2022-06-21 21:13:41,2022-06-21 21:13:45,2022-06-21 21:13:54,0:00:09,0.692,1,0.002,0.002
1889739,u-ch427-n96-start-paper-23.install_ancil.19880901T0000Z,2022-06-21 21:13:57,2022-06-21 21:13:58,2022-06-21 21:14:08,0:00:10,0.909,1,0.003,0.003
1889740,u-ch427-n96-start-paper-24.install_ancil.19880901T0000Z,2022-06-21 21:14:25,2022-06-21 21:14:27,2022-06-21 21:14:37,0:00:10,0.833,1,0.003,0.003
1889741,u-ch427-n96-start-paper-25.install_ancil.19880901T0000Z,2022-06-21 21:14:43,2022-06-21 21:14:45,2022-06-21 21:14:54,0:00:09,0.818,1,0.002,0.002
1889742,u-ch427-n96-start-paper-26.install_ancil.19880901T0000Z,2022-06-21 21:15:00,2022-06-21 21:15:03,2022-06-21 21:15:13,0:00:10,0.769,1,0.003,0.003
1889743,u-ch427-n96-start-paper-27.install_ancil.19880901T0000Z,2022-06-21 21:15:23,2022-06-21 21:15:28,2022-06-21 21:15:37,0:00:09,0.643,1,0.002,0.002
1889745,u-ch427-n96-start-paper-28.install_ancil.19880901T0000Z,2022-06-21 21:15:43,2022-06-21 21:15:45,2022-06-21 21:15:54,0:00:09,0.818,1,0.002,0.002
1889746,u-ch427-n96-start-paper-29.install_ancil.19880901T0000Z,2022-06-21 21:16:08,2022-06-21 21:16:10,2022-06-21 21:16:21,0:00:11,0.846,1,0.003,0.003
1889754,u-ch427-n96-start-paper-11.atmos_main.19880901T0000Z,2022-06-21 21:20:48,2022-06-21 23:25:10,2022-06-21 23:27:23,0:02:13,0.018,47,0,1.736
1889755,u-ch427-n96-start-paper-12.atmos_main.19880901T0000Z,2022-06-21 21:21:06,2022-06-21 23:27:38,2022-06-21 23:29:57,0:02:19,0.018,51,0,1.969
1889761,u-ch427-n96-start-paper-13.atmos_main.19880901T0000Z,2022-06-21 21:21:26,2022-06-21 22:05:25,2022-06-21 22:07:01,0:01:36,0.035,15,0,0.4
1889762,u-ch427-n96-start-paper-14.atmos_main.19880901T0000Z,2022-06-21 21:21:46,2022-06-21 23:22:39,2022-06-21 23:24:23,0:01:44,0.014,19,0,0.549
1889766,u-ch427-n96-start-paper-15.atmos_main.19880901T0000Z,2022-06-21 21:22:07,2022-06-21 23:34:26,2022-06-21 23:36:28,0:02:02,0.015,23,0,0.779
1889767,u-ch427-n96-start-paper-16.atmos_main.19880901T0000Z,2022-06-21 21:22:29,2022-06-21 23:34:26,2022-06-21 23:36:29,0:02:03,0.015,27,0,0.922
1889776,u-ch427-n96-start-paper-17.atmos_main.19880901T0000Z,2022-06-21 21:22:47,2022-06-21 23:25:10,2022-06-21 23:27:15,0:02:05,0.017,31,0,1.076
1889778,u-ch427-n96-start-paper-18.atmos_main.19880901T0000Z,2022-06-21 21:23:08,2022-06-21 23:36:48,2022-06-21 23:38:59,0:02:11,0.016,35,0,1.274
1889779,u-ch427-n96-start-paper-19.atmos_main.19880901T0000Z,2022-06-21 21:23:28,2022-06-21 23:36:48,2022-06-21 23:39:00,0:02:12,0.016,39,0,1.43
1889780,u-ch427-n96-start-paper-21.atmos_main.19880901T0000Z,2022-06-21 21:23:45,2022-06-21 23:30:16,2022-06-21 23:33:56,0:03:40,0.028,87,0,5.317
1889781,u-ch427-n96-start-paper-22.atmos_main.19880901T0000Z,2022-06-21 21:24:11,2022-06-22 00:07:36,2022-06-22 00:11:31,0:03:55,0.023,91,0,5.94
1889782,u-ch427-n96-start-paper-23.atmos_main.19880901T0000Z,2022-06-21 21:24:26,2022-06-21 22:24:37,2022-06-21 22:26:17,0:01:40,0.027,15,0,0.417
1889783,u-ch427-n96-start-paper-24.atmos_main.19880901T0000Z,2022-06-21 21:24:48,2022-06-21 23:39:16,2022-06-21 23:40:59,0:01:43,0.013,19,0,0.544
1889784,u-ch427-n96-start-paper-25.atmos_main.19880901T0000Z,2022-06-21 21:25:09,2022-06-21 23:39:16,2022-06-21 23:41:17,0:02:01,0.015,23,0,0.773
1889785,u-ch427-n96-start-paper-26.atmos_main.19880901T0000Z,2022-06-21 21:25:33,2022-06-21 23:41:46,2022-06-21 23:43:49,0:02:03,0.015,27,0,0.922
1889786,u-ch427-n96-start-paper-27.atmos_main.19880901T0000Z,2022-06-21 21:25:51,2022-06-21 23:44:22,2022-06-21 23:46:33,0:02:11,0.016,31,0,1.128
1889809,u-ch427-n216-start-paper-11.ens_setup_all.19880901T0000Z,2022-06-21 21:36:10,2022-06-21 21:36:12,2022-06-21 21:37:19,0:01:07,0.971,1,0.019,0.019
1889810,u-ch427-n216-start-paper-11.install_cold.19880901T0000Z,2022-06-21 21:36:12,2022-06-21 21:36:12,2022-06-21 21:36:23,0:00:11,1,1,0.003,0.003
1889811,u-ch427-n216-start-paper-11.xml.19880901T0000Z,2022-06-21 21:36:15,2022-06-21 21:36:18,2022-06-21 21:36:31,0:00:13,0.812,1,0.004,0.004
1889812,u-ch427-n216-start-paper-11.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:36:21,2022-06-21 21:36:23,2022-06-21 21:36:37,0:00:14,0.875,1,0.004,0.004
1889817,u-ch427-n216-start-paper-11.fcm_make2_um.19880901T0000Z,2022-06-21 21:36:35,2022-06-21 21:36:57,2022-06-21 21:45:53,0:08:56,0.961,1,0.149,0.149
1889818,u-ch427-n216-start-paper-12.ens_setup_all.19880901T0000Z,2022-06-21 21:36:35,2022-06-21 21:37:25,2022-06-21 21:38:36,0:01:11,0.587,1,0.02,0.02
1889819,u-ch427-n216-start-paper-12.install_cold.19880901T0000Z,2022-06-21 21:36:35,2022-06-21 21:36:37,2022-06-21 21:36:47,0:00:10,0.833,1,0.003,0.003
1889820,u-ch427-n216-start-paper-12.xml.19880901T0000Z,2022-06-21 21:36:35,2022-06-21 21:38:37,2022-06-21 21:38:50,0:00:13,0.096,1,0.004,0.004
1889822,u-ch427-n216-start-paper-12.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:36:47,2022-06-21 21:38:42,2022-06-21 21:38:55,0:00:13,0.102,1,0.004,0.004
1889823,u-ch427-n216-start-paper-13.ens_setup_all.19880901T0000Z,2022-06-21 21:36:56,2022-06-21 21:39:02,2022-06-21 21:39:32,0:00:30,0.192,1,0.008,0.008
1889824,u-ch427-n216-start-paper-13.install_cold.19880901T0000Z,2022-06-21 21:36:56,2022-06-21 21:36:57,2022-06-21 21:37:07,0:00:10,0.909,1,0.003,0.003
1889825,u-ch427-n216-start-paper-13.xml.19880901T0000Z,2022-06-21 21:36:56,2022-06-21 21:39:30,2022-06-21 21:39:45,0:00:15,0.089,1,0.004,0.004
1889826,u-ch427-n216-start-paper-12.fcm_make2_um.19880901T0000Z,2022-06-21 21:37:02,2022-06-21 21:39:30,2022-06-21 21:48:15,0:08:45,0.78,1,0.146,0.146
1889827,u-ch427-n216-start-paper-13.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:37:09,2022-06-21 21:39:34,2022-06-21 21:39:47,0:00:13,0.082,1,0.004,0.004
1889828,u-ch427-n216-start-paper-14.ens_setup_all.19880901T0000Z,2022-06-21 21:37:20,2022-06-21 21:39:34,2022-06-21 21:40:07,0:00:33,0.198,1,0.009,0.009
1889829,u-ch427-n216-start-paper-14.install_cold.19880901T0000Z,2022-06-21 21:37:20,2022-06-21 21:37:22,2022-06-21 21:37:33,0:00:11,0.846,1,0.003,0.003
1889830,u-ch427-n216-start-paper-14.xml.19880901T0000Z,2022-06-21 21:37:20,2022-06-21 21:39:34,2022-06-21 21:39:47,0:00:13,0.088,1,0.004,0.004
1889831,u-ch427-n216-start-paper-13.fcm_make2_um.19880901T0000Z,2022-06-21 21:37:27,2022-06-21 21:39:34,2022-06-21 21:48:21,0:08:47,0.806,1,0.146,0.146
1889832,u-ch427-n216-start-paper-14.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:37:31,2022-06-21 21:39:34,2022-06-21 21:39:47,0:00:13,0.096,1,0.004,0.004
1889833,u-ch427-n216-start-paper-14.fcm_make2_um.19880901T0000Z,2022-06-21 21:37:44,2022-06-21 21:39:34,2022-06-21 21:48:21,0:08:47,0.827,1,0.146,0.146
1889834,u-ch427-n216-start-paper-15.ens_setup_all.19880901T0000Z,2022-06-21 21:37:48,2022-06-21 21:39:40,2022-06-21 21:40:16,0:00:36,0.243,1,0.01,0.01
1889835,u-ch427-n216-start-paper-15.install_cold.19880901T0000Z,2022-06-21 21:37:48,2022-06-21 21:37:48,2022-06-21 21:38:01,0:00:13,1,1,0.004,0.004
1889836,u-ch427-n216-start-paper-15.xml.19880901T0000Z,2022-06-21 21:37:48,2022-06-21 21:39:50,2022-06-21 21:40:01,0:00:11,0.083,1,0.003,0.003
1889837,u-ch427-n216-start-paper-15.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:38:01,2022-06-21 21:39:55,2022-06-21 21:40:07,0:00:12,0.095,1,0.003,0.003
1889838,u-ch427-n216-start-paper-15.fcm_make2_um.19880901T0000Z,2022-06-21 21:38:13,2022-06-21 21:39:55,2022-06-21 21:48:39,0:08:44,0.837,1,0.146,0.146
1889839,u-ch427-n216-start-paper-16.ens_setup_all.19880901T0000Z,2022-06-21 21:38:15,2022-06-21 21:39:55,2022-06-21 21:40:37,0:00:42,0.296,1,0.012,0.012
1889840,u-ch427-n216-start-paper-16.install_cold.19880901T0000Z,2022-06-21 21:38:15,2022-06-21 21:38:17,2022-06-21 21:38:27,0:00:10,0.833,1,0.003,0.003
1889841,u-ch427-n216-start-paper-16.xml.19880901T0000Z,2022-06-21 21:38:16,2022-06-21 21:40:06,2022-06-21 21:40:17,0:00:11,0.091,1,0.003,0.003
1889842,u-ch427-n216-start-paper-16.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:38:28,2022-06-21 21:40:12,2022-06-21 21:40:24,0:00:12,0.103,1,0.003,0.003
1889843,u-ch427-n216-start-paper-17.ens_setup_all.19880901T0000Z,2022-06-21 21:38:39,2022-06-21 21:40:12,2022-06-21 21:40:58,0:00:46,0.331,1,0.013,0.013
1889844,u-ch427-n216-start-paper-17.install_cold.19880901T0000Z,2022-06-21 21:38:39,2022-06-21 21:38:42,2022-06-21 21:38:52,0:00:10,0.769,1,0.003,0.003
1889845,u-ch427-n216-start-paper-17.xml.19880901T0000Z,2022-06-21 21:38:39,2022-06-21 21:40:12,2022-06-21 21:40:24,0:00:12,0.114,1,0.003,0.003
1889846,u-ch427-n216-start-paper-16.fcm_make2_um.19880901T0000Z,2022-06-21 21:38:42,2022-06-21 21:40:21,2022-06-21 21:49:03,0:08:42,0.841,1,0.145,0.145
1889847,u-ch427-n216-start-paper-17.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:38:52,2022-06-21 21:40:21,2022-06-21 21:40:35,0:00:14,0.136,1,0.004,0.004
1889848,u-ch427-n216-start-paper-17.fcm_make2_um.19880901T0000Z,2022-06-21 21:39:05,2022-06-21 21:40:29,2022-06-21 21:49:10,0:08:41,0.861,1,0.145,0.145
1889849,u-ch427-n216-start-paper-18.ens_setup_all.19880901T0000Z,2022-06-21 21:39:09,2022-06-21 21:40:29,2022-06-21 21:41:20,0:00:51,0.389,1,0.014,0.014
1889850,u-ch427-n216-start-paper-18.install_cold.19880901T0000Z,2022-06-21 21:39:09,2022-06-21 21:39:10,2022-06-21 21:39:25,0:00:15,0.938,1,0.004,0.004
1889851,u-ch427-n216-start-paper-18.xml.19880901T0000Z,2022-06-21 21:39:09,2022-06-21 21:40:43,2022-06-21 21:40:55,0:00:12,0.113,1,0.003,0.003
1889852,u-ch427-n216-start-paper-18.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:39:23,2022-06-21 21:40:43,2022-06-21 21:40:55,0:00:12,0.13,1,0.003,0.003
1889855,u-ch427-n216-start-paper-19.ens_setup_all.19880901T0000Z,2022-06-21 21:39:34,2022-06-21 21:40:55,2022-06-21 21:41:53,0:00:58,0.417,1,0.016,0.016
1889856,u-ch427-n216-start-paper-19.install_cold.19880901T0000Z,2022-06-21 21:39:35,2022-06-21 21:39:35,2022-06-21 21:39:47,0:00:12,1,1,0.003,0.003
1889857,u-ch427-n216-start-paper-19.xml.19880901T0000Z,2022-06-21 21:39:35,2022-06-21 21:41:00,2022-06-21 21:41:11,0:00:11,0.115,1,0.003,0.003
1889858,u-ch427-n216-start-paper-18.fcm_make2_um.19880901T0000Z,2022-06-21 21:39:37,2022-06-21 21:41:00,2022-06-21 21:49:43,0:08:43,0.863,1,0.145,0.145
1889859,u-ch427-n216-start-paper-19.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:39:47,2022-06-21 21:41:00,2022-06-21 21:41:12,0:00:12,0.141,1,0.003,0.003
1889860,u-ch427-n216-start-paper-21.ens_setup_all.19880901T0000Z,2022-06-21 21:40:00,2022-06-21 21:41:00,2022-06-21 21:42:50,0:01:50,0.647,1,0.031,0.031
1889861,u-ch427-n216-start-paper-19.fcm_make2_um.19880901T0000Z,2022-06-21 21:40:00,2022-06-21 21:41:00,2022-06-21 21:49:47,0:08:47,0.898,1,0.146,0.146
1889862,u-ch427-n216-start-paper-21.install_cold.19880901T0000Z,2022-06-21 21:40:00,2022-06-21 21:40:01,2022-06-21 21:40:10,0:00:09,0.9,1,0.002,0.002
1889863,u-ch427-n216-start-paper-21.xml.19880901T0000Z,2022-06-21 21:40:00,2022-06-21 21:41:00,2022-06-21 21:41:11,0:00:11,0.155,1,0.003,0.003
1889864,u-ch427-n216-start-paper-21.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:40:13,2022-06-21 21:41:00,2022-06-21 21:41:12,0:00:12,0.203,1,0.003,0.003
1889865,u-ch427-n216-start-paper-21.fcm_make2_um.19880901T0000Z,2022-06-21 21:40:32,2022-06-21 21:41:00,2022-06-21 21:49:44,0:08:44,0.949,1,0.146,0.146
1889866,u-ch427-n216-start-paper-22.ens_setup_all.19880901T0000Z,2022-06-21 21:40:40,2022-06-21 21:41:00,2022-06-21 21:42:56,0:01:56,0.853,1,0.032,0.032
1889867,u-ch427-n216-start-paper-22.install_cold.19880901T0000Z,2022-06-21 21:40:40,2022-06-21 21:40:42,2022-06-21 21:40:53,0:00:11,0.846,1,0.003,0.003
1889868,u-ch427-n216-start-paper-22.xml.19880901T0000Z,2022-06-21 21:40:40,2022-06-21 21:41:04,2022-06-21 21:41:15,0:00:11,0.314,1,0.003,0.003
1889869,u-ch427-n216-start-paper-22.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:40:50,2022-06-21 21:41:04,2022-06-21 21:41:15,0:00:11,0.44,1,0.003,0.003
1889870,u-ch427-n216-start-paper-23.ens_setup_all.19880901T0000Z,2022-06-21 21:41:03,2022-06-21 21:41:04,2022-06-21 21:41:32,0:00:28,0.966,1,0.008,0.008
1889871,u-ch427-n216-start-paper-23.install_cold.19880901T0000Z,2022-06-21 21:41:03,2022-06-21 21:41:04,2022-06-21 21:41:13,0:00:09,0.9,1,0.002,0.002
1889872,u-ch427-n216-start-paper-23.xml.19880901T0000Z,2022-06-21 21:41:03,2022-06-21 21:41:04,2022-06-21 21:41:15,0:00:11,0.917,1,0.003,0.003
1889873,u-ch427-n216-start-paper-22.fcm_make2_um.19880901T0000Z,2022-06-21 21:41:04,2022-06-21 21:41:04,2022-06-21 21:49:34,0:08:30,1,1,0.142,0.142
1889874,u-ch427-n216-start-paper-23.fcm_make2_drivers.19880901T0000Z,2022-06-21 21:41:14,2022-06-21 21:41:14,2022-06-21 21:41:29,0:00:15,1,1,0.004,0.004
1889875,u-ch427-n216-start-paper-11.install_ancil.19880901T0000Z,2022-06-21 21:41:22,2022-06-21 21:41:22,2022-06-21 21:41:33,0:00:11,1,1,0.003,0.003
1889876,u-ch427-n216-start-paper-23.fcm_make2_um.19880901T0000Z,2022-06-21 21:41:28,2022-06-21 21:41:30,2022-06-21 21:50:15,0:08:45,0.996,1,0.146,0.146
1889877,u-ch427-n216-start-paper-24.ens_setup_all.19880901T0000Z,2022-06-21 21:41:32,2022-06-21 21:41:32,2022-06-21 21:42:04,0:00:32,1,1,0.009,0.009
1889879,u-ch427-n216-start-paper-24.install_cold.19880901T0000Z,2022-06-21 21:41:35,2022-06-21 21:41:38,2022-06-21 21:41:48,0:00:10,0.769,1,0.003,0.003
