SUITE,TIME,INITIAL,TIME-INITIAL,TIME-INITIAL-TOOK1,ENSEMBLE,RESOLUTION,NODES,JOB_SUBMIT_TIME,JOB_INIT_TIME,JOB_EXIT_TIME,JOB_STATUS,JOB_ID,JOB_PID,TOOK,PROCX,PROCY,XIOS_NPROC
final-total-all-suites.csv,,,,,,,,,,,,,,,,,
mean,,,,,,,,,,,,,,,,,
ms,,,,,,,,,,,,,,,,,
n1280,,,,,,,,,,,,,,,,,
n216-ens,,,,,,,,,,,,,,,,,
n216-paper,,,,,,,,,,,,,,,,,
n512-ens,,,,,,,,,,,,,,,,,
n512-paper,,,,,,,,,,,,,,,,,
n96-ens,,,,,,,,,,,,,,,,,
n96-paper,,,,,,,,,,,,,,,,,
old-xml-scripts,,,,,,,,,,,,,,,,,
paper-pack,,,,,,,,,,,,,,,,,
scripts,,,,,,,,,,,,,,,,,
server,,,,,,,,,,,,,,,,,
stdev,,,,,,,,,,,,,,,,,
test,,,,,,,,,,,,,,,,,
total,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper-110, 1080.076 ,96.27,,,110,,443,2022-07-11T22:02:00Z,2022-07-12T01:06:29Z,2022-07-12T01:32:46Z,SUCCEEDED,2005472,84123,22.430,16,16,6
u-ch427-n96-start-paper-110-286-02, 1454.143 ,236.20,,,110,,583,2022-08-07T18:16:11Z,2022-08-08T06:31:57Z,2022-08-08T07:01:58Z,SUCCEEDED,2146090,230732,12.641,16,16,286
u-ch427-n96-start-paper-110-286-04, 1242.543 ,131.36,,,110,,512,2022-08-07T22:21:52Z,2022-08-08T04:45:39Z,2022-08-08T05:12:04Z,SUCCEEDED,2146574,250189,13.946,16,16,286
u-ch427-n96-start-paper-110-566-16, 1262.808 ,130.92,,,110,,476,2022-08-07T23:43:47Z,2022-08-08T07:02:16Z,2022-08-08T07:29:05Z,SUCCEEDED,2146802,61536,14.111,16,16,566
u-ch427-n96-start-paper-110-70-02, 261.596 ,90.09,,,110,,475,2022-07-30T10:10:25Z,2022-07-30T10:10:39Z,2022-07-30T10:21:07Z,SUCCEEDED,2108670,68405,2.288,16,16,70
u-ch427-n96-start-paper-111, 1109.789 ,98.61,,,111,,447,2022-07-12T01:32:38Z,2022-07-12T04:15:50Z,2022-07-12T04:42:42Z,SUCCEEDED,2006099,193346,35.183,16,16,6
u-ch427-n96-start-paper-112, 986.227 ,98.10,,,112,,451,2022-07-12T15:46:11Z,2022-07-13T04:41:12Z,2022-07-13T05:06:19Z,SUCCEEDED,2010026,34656,52.891,16,16,6
u-ch427-n96-start-paper-113, 1132.900 ,94.63,,,113,,455,2022-07-12T01:33:33Z,2022-07-12T04:43:09Z,2022-07-12T05:10:29Z,SUCCEEDED,2006100,149805,25.844,16,16,6
u-ch427-n96-start-paper-114, 1168.250 ,98.90,,,114,,459,2022-07-12T01:45:18Z,2022-07-12T06:11:59Z,2022-07-12T06:39:58Z,SUCCEEDED,2006112,230151,13.270,16,16,6
u-ch427-n96-start-paper-115, 791.177 ,106.02,,,115,,463,2022-07-13T12:32:08Z,2022-07-14T08:16:15Z,2022-07-14T08:38:09Z,SUCCEEDED,2015186,79097,29.564,16,16,6
u-ch427-n96-start-paper-12, 83.631 ,15.98,,,12,,51,2022-06-21T23:26:14Z,2022-06-21T23:48:31Z,2022-06-21T23:50:49Z,SUCCEEDED,1890642,85897,0.772,16,16,6
u-ch427-n96-start-paper-120, 1244.557 ,115.69,,,120,,483,2022-06-29T07:03:55Z,2022-07-01T02:26:14Z,2022-07-01T02:55:55Z,SUCCEEDED,1932161,93663,56.714,16,16,6
u-ch427-n96-start-paper-13, 74.699 ,16.53,,,13,,55,2022-06-26T21:53:55Z,2022-06-26T22:17:40Z,2022-06-26T22:19:53Z,SUCCEEDED,1918348,201960,0.780,16,16,6
u-ch427-n96-start-paper-14, 83.267 ,18.02,,,14,,59,2022-06-26T21:54:20Z,2022-06-26T22:19:08Z,2022-06-26T22:21:29Z,SUCCEEDED,1918351,58281,1.357,16,16,6
u-ch427-n96-start-paper-15, 88.009 ,18.97,,,15,,63,2022-06-26T22:35:54Z,2022-06-27T01:40:43Z,2022-06-27T01:43:11Z,SUCCEEDED,1918691,157802,1.633,16,16,6
u-ch427-n96-start-paper-16, 89.828 ,19.95,,,16,,67,2022-06-27T02:06:27Z,2022-06-27T02:07:07Z,2022-06-27T02:09:56Z,SUCCEEDED,1919208,51431,1.872,16,16,6
u-ch427-n96-start-paper-17, 98.748 ,17.66,,,17,,71,2022-06-26T21:50:33Z,2022-06-26T22:14:00Z,2022-06-26T22:17:01Z,SUCCEEDED,1918339,158845,2.677,16,16,6
u-ch427-n96-start-paper-18, 100.721 ,18.44,,,18,,75,2022-06-26T21:50:50Z,2022-06-26T22:15:25Z,2022-06-26T22:18:31Z,SUCCEEDED,1918340,18505,1.572,16,16,6
u-ch427-n96-start-paper-19, 87.039 ,19.47,,,19,,79,2022-06-26T21:51:14Z,2022-06-26T22:15:25Z,2022-06-26T22:18:27Z,SUCCEEDED,1918342,40213,2.553,16,16,6
u-ch427-n96-start-paper-20, 108.105 ,19.04,,,20,,83,2022-06-21T23:03:28Z,2022-06-21T23:17:09Z,2022-06-21T23:20:24Z,SUCCEEDED,1890587,213936,1.838,16,16,6
u-ch427-n96-start-paper2-01, 64.358 ,10.89,,,1,,7,2022-08-27T23:19:25Z,2022-08-27T23:20:04Z,2022-08-27T23:21:22Z,SUCCEEDED,2238941,85241,0.595,16,16,6
u-ch427-n96-start-paper2-02, 64.628 ,11.27,,,2,,11,2022-08-27T23:19:39Z,2022-08-27T23:20:04Z,2022-08-27T23:21:25Z,SUCCEEDED,2238942,84479,0.647,16,16,6
u-ch427-n96-start-paper2-03, 66.268 ,12.49,,,3,,15,2022-08-27T23:19:55Z,2022-08-27T23:20:45Z,2022-08-27T23:22:11Z,SUCCEEDED,2238943,190703,0.637,16,16,6
u-ch427-n96-start-paper2-04, 65.600 ,12.60,,,4,,19,2022-08-28T00:01:25Z,2022-08-28T00:02:04Z,2022-08-28T00:03:30Z,SUCCEEDED,2239007,127109,0.649,16,16,6
u-ch427-n96-start-paper2-05, 67.055 ,13.01,,,5,,23,2022-08-27T23:21:41Z,2022-08-27T23:22:42Z,2022-08-27T23:24:30Z,SUCCEEDED,2238951,31975,0.665,16,16,6
u-ch427-n96-start-paper2-06, 70.984 ,15.22,,,6,,27,2022-08-28T00:02:09Z,2022-08-28T00:02:47Z,2022-08-28T00:04:41Z,SUCCEEDED,2239008,46458,0.711,16,16,6
u-ch427-n96-start-paper2-07, 69.537 ,14.00,,,7,,31,2022-08-27T23:22:13Z,2022-08-27T23:25:14Z,2022-08-27T23:27:07Z,SUCCEEDED,2238952,116247,0.716,16,16,6
u-ch427-n96-start-paper2-08, 70.177 ,13.98,,,8,,35,2022-08-27T23:21:40Z,2022-08-27T23:22:02Z,2022-08-27T23:23:59Z,SUCCEEDED,2238950,19202,0.721,16,16,6
u-ch427-n96-start-paper2-09, 70.961 ,15.12,,,9,,39,2022-08-27T23:27:57Z,2022-08-27T23:31:45Z,2022-08-27T23:33:46Z,SUCCEEDED,2238957,212028,0.759,16,16,6
u-ch427-n96-start-paper-21, 109.577 ,19.84,,,21,,87,2022-06-21T23:03:46Z,2022-06-21T23:56:54Z,2022-06-22T00:00:13Z,SUCCEEDED,1890589,150236,3.269,16,16,6
u-ch427-n96-start-paper2-10, 71.441 ,15.09,,,10,,43,2022-08-27T23:33:17Z,2022-08-27T23:33:37Z,2022-08-27T23:35:37Z,SUCCEEDED,2238980,124865,0.792,16,16,6
u-ch427-n96-start-paper2-100, 827.241 ,86.52,,,100,,403,2022-07-15T13:30:27Z,2022-07-15T22:07:35Z,2022-07-15T22:28:52Z,SUCCEEDED,2026142,38677,45.574,16,16,6
u-ch427-n96-start-paper2-101, 978.675 ,89.81,,,101,,407,2022-07-15T13:30:46Z,2022-07-15T22:30:14Z,2022-07-15T22:54:09Z,SUCCEEDED,2026155,73124,20.691,16,16,6
u-ch427-n96-start-paper2-102, 965.409 ,92.08,,,102,,411,2022-07-15T13:41:06Z,2022-07-16T04:05:59Z,2022-07-16T04:29:43Z,SUCCEEDED,2026313,252749,17.912,16,16,6
u-ch427-n96-start-paper2-103, 649.306 ,91.19,,,103,,415,2022-07-15T20:52:49Z,2022-07-16T04:30:25Z,2022-07-16T04:49:44Z,SUCCEEDED,2028845,20632,41.220,16,16,6
u-ch427-n96-start-paper2-104, 999.981 ,89.75,,,104,,419,2022-07-15T20:53:02Z,2022-07-16T07:33:41Z,2022-07-16T07:58:05Z,SUCCEEDED,2028847,28761,23.590,16,16,6
u-ch427-n96-start-paper2-105, 995.475 ,93.00,,,105,,423,2022-07-16T13:19:59Z,2022-07-17T14:54:13Z,2022-07-17T15:18:12Z,SUCCEEDED,2030954,179994,18.762,16,16,6
u-ch427-n96-start-paper2-106, 891.472 ,97.17,,,106,,427,2022-07-15T23:53:39Z,2022-07-16T08:07:32Z,2022-07-16T08:30:46Z,SUCCEEDED,2029277,28894,48.516,16,16,6
u-ch427-n96-start-paper2-107, 1034.096 ,81.84,,,107,,431,2022-07-15T23:54:03Z,2022-07-16T08:52:13Z,2022-07-16T09:17:27Z,SUCCEEDED,2029280,84096,20.339,16,16,6
u-ch427-n96-start-paper2-108, 1040.031 ,94.47,,,108,,435,2022-07-15T23:54:34Z,2022-07-16T09:18:13Z,2022-07-16T09:43:45Z,SUCCEEDED,2029281,112907,23.666,16,16,6
u-ch427-n96-start-paper2-109, 710.954 ,96.43,,,109,,439,2022-07-15T23:54:43Z,2022-07-16T08:31:21Z,2022-07-16T08:51:47Z,SUCCEEDED,2029282,56624,28.056,16,16,6
u-ch427-n96-start-paper2-11, 74.393 ,15.48,,,11,,47,2022-08-28T00:03:47Z,2022-08-28T00:04:03Z,2022-08-28T00:06:09Z,SUCCEEDED,2239010,111139,0.760,16,16,6
u-ch427-n96-start-paper2-110, 1077.397 ,92.69,,,110,,443,2022-07-15T23:54:51Z,2022-07-16T09:44:13Z,2022-07-16T10:10:15Z,SUCCEEDED,2029283,140915,23.374,16,16,6
u-ch427-n96-start-paper2-111, 1133.861 ,110.83,,,111,,447,2022-07-16T02:55:09Z,2022-07-16T10:11:03Z,2022-07-16T10:38:28Z,SUCCEEDED,2029629,169521,27.877,16,16,6
u-ch427-n96-start-paper2-112, 1021.879 ,112.21,,,112,,451,2022-07-16T03:00:32Z,2022-07-16T10:39:12Z,2022-07-16T11:05:36Z,SUCCEEDED,2029630,198520,42.089,16,16,6
u-ch427-n96-start-paper2-113, 1157.289 ,103.59,,,113,,455,2022-07-16T13:19:51Z,2022-07-17T12:59:17Z,2022-07-17T13:27:22Z,SUCCEEDED,2030952,159275,27.186,16,16,6
u-ch427-n96-start-paper2-114, 1181.707 ,102.20,,,114,,459,2022-08-23T08:28:58Z,2022-08-23T18:44:29Z,2022-08-23T19:12:39Z,SUCCEEDED,2216718,177702,12.395,16,16,6
u-ch427-n96-start-paper2-115, 756.927 ,98.37,,,115,,463,2022-07-18T00:29:26Z,2022-07-18T02:12:38Z,2022-07-18T02:34:36Z,SUCCEEDED,2036724,129980,32.268,16,16,6
u-ch427-n96-start-paper2-12, 72.899 ,15.28,,,12,,51,2022-08-27T23:33:55Z,2022-08-27T23:34:51Z,2022-08-27T23:37:01Z,SUCCEEDED,2238981,41509,0.846,16,16,6
u-ch427-n96-start-paper2-13, 74.620 ,16.79,,,13,,55,2022-08-27T23:24:04Z,2022-08-27T23:27:49Z,2022-08-27T23:30:02Z,SUCCEEDED,2238954,205309,0.782,16,16,6
u-ch427-n96-start-paper2-14, 83.561 ,17.24,,,14,,59,2022-08-27T23:24:35Z,2022-08-27T23:30:29Z,2022-08-27T23:32:50Z,SUCCEEDED,2238955,222609,1.213,16,16,6
u-ch427-n96-start-paper2-15, 87.763 ,17.72,,,15,,63,2022-08-29T02:48:40Z,2022-08-29T03:32:42Z,2022-08-29T03:35:09Z,SUCCEEDED,2243209,197229,2.367,16,16,6
u-ch427-n96-start-paper2-16, 87.414 ,16.96,,,16,,67,2022-08-27T23:31:04Z,2022-08-27T23:33:37Z,2022-08-27T23:36:23Z,SUCCEEDED,2238960,92915,1.696,16,16,6
u-ch427-n96-start-paper2-17, 99.981 ,18.23,,,17,,71,2022-08-27T23:36:58Z,2022-08-27T23:37:53Z,2022-08-27T23:40:55Z,SUCCEEDED,2238986,90383,2.256,16,16,6
u-ch427-n96-start-paper2-18, 99.192 ,18.71,,,18,,75,2022-08-29T02:48:58Z,2022-08-29T03:35:24Z,2022-08-29T03:38:27Z,SUCCEEDED,2243210,34323,0.880,16,16,6
u-ch427-n96-start-paper2-19, 88.249 ,19.34,,,19,,79,2022-08-29T02:49:31Z,2022-08-29T03:38:42Z,2022-08-29T03:41:46Z,SUCCEEDED,2243211,52342,2.387,16,16,6
u-ch427-n96-start-paper-22, 131.587 ,38.15,,,22,,91,2022-06-21T22:33:57Z,2022-06-21T23:21:17Z,2022-06-21T23:25:00Z,SUCCEEDED,1890468,232122,4.167,16,16,6
u-ch427-n96-start-paper2-20, 104.731 ,18.88,,,20,,83,2022-08-28T17:18:42Z,2022-08-28T17:21:43Z,2022-08-28T17:24:56Z,SUCCEEDED,2241128,99714,1.960,16,16,6
u-ch427-n96-start-paper2-21, 111.334 ,18.86,,,21,,87,2022-08-28T17:18:46Z,2022-08-28T17:30:08Z,2022-08-28T17:33:28Z,SUCCEEDED,2241130,230257,2.244,16,16,6
u-ch427-n96-start-paper2-22, 131.481 ,37.96,,,22,,91,2022-08-28T17:18:43Z,2022-08-28T17:25:00Z,2022-08-28T17:28:42Z,SUCCEEDED,2241129,186281,2.325,16,16,6
u-ch427-n96-start-paper2-23, 133.216 ,38.24,,,23,,95,2022-08-28T17:18:48Z,2022-08-28T17:40:44Z,2022-08-28T17:44:30Z,SUCCEEDED,2241133,132607,2.973,16,16,6
u-ch427-n96-start-paper2-24, 142.376 ,39.74,,,24,,99,2022-08-28T14:18:34Z,2022-08-28T14:30:38Z,2022-08-28T14:34:36Z,SUCCEEDED,2240450,28285,2.888,16,16,6
u-ch427-n96-start-paper2-25, 123.362 ,38.87,,,25,,103,2022-08-28T17:18:46Z,2022-08-28T17:35:12Z,2022-08-28T17:39:04Z,SUCCEEDED,2241131,254814,4.262,16,16,6
u-ch427-n96-start-paper2-26, 148.561 ,40.57,,,26,,107,2022-08-28T14:18:35Z,2022-08-28T16:42:35Z,2022-08-28T16:46:39Z,SUCCEEDED,2240451,207842,5.431,16,16,6
u-ch427-n96-start-paper2-27, 151.505 ,39.99,,,27,,111,2022-08-28T17:18:41Z,2022-08-28T17:20:03Z,2022-08-28T17:24:34Z,SUCCEEDED,2241127,55031,1.557,16,16,6
u-ch427-n96-start-paper2-28, 156.853 ,39.57,,,28,,115,2022-08-28T14:18:32Z,2022-08-28T14:30:38Z,2022-08-28T14:35:29Z,SUCCEEDED,2240448,28742,5.865,16,16,6
u-ch427-n96-start-paper2-29, 160.886 ,40.56,,,29,,119,2022-08-28T17:18:49Z,2022-08-28T17:24:50Z,2022-08-28T17:29:31Z,SUCCEEDED,2241134,211385,1.972,16,16,6
u-ch427-n96-start-paper-23, 134.622 ,37.52,,,23,,95,2022-06-26T21:53:57Z,2022-06-26T22:19:08Z,2022-06-26T22:22:56Z,SUCCEEDED,1918349,85416,4.744,16,16,6
u-ch427-n96-start-paper2-30, 223.789 ,41.43,,,30,,123,2022-08-28T20:14:42Z,2022-08-28T20:31:07Z,2022-08-28T20:37:02Z,SUCCEEDED,2241769,114387,1.122,16,16,6
u-ch427-n96-start-paper2-31, 141.242 ,41.10,,,31,,127,2022-08-30T21:24:23Z,2022-08-30T21:37:01Z,2022-08-30T21:41:42Z,SUCCEEDED,2253329,260871,5.448,16,16,6
u-ch427-n96-start-paper2-32, 168.338 ,40.96,,,32,,131,2022-08-30T21:24:23Z,2022-08-30T21:31:31Z,2022-08-30T21:36:25Z,SUCCEEDED,2253328,241859,5.505,16,16,6
u-ch427-n96-start-paper2-33, 169.927 ,43.47,,,33,,135,2022-08-30T21:24:30Z,2022-08-30T22:08:50Z,2022-08-30T22:13:51Z,SUCCEEDED,2253330,72413,4.258,16,16,6
u-ch427-n96-start-paper2-34, 176.764 ,42.43,,,34,,139,2022-08-30T21:24:45Z,2022-08-30T22:08:14Z,2022-08-30T22:13:40Z,SUCCEEDED,2253332,114261,3.240,16,16,6
u-ch427-n96-start-paper2-35, 182.987 ,42.44,,,35,,143,2022-08-30T21:25:02Z,2022-08-30T22:12:19Z,2022-08-30T22:17:51Z,SUCCEEDED,2253333,9281,1.342,16,16,6
u-ch427-n96-start-paper2-36, 188.305 ,42.53,,,36,,147,2022-08-30T21:25:21Z,2022-08-30T22:02:36Z,2022-08-30T22:08:16Z,SUCCEEDED,2253334,52918,5.929,16,16,6
u-ch427-n96-start-paper2-37, 309.699 ,42.34,,,37,,151,2022-08-30T21:25:46Z,2022-08-30T22:14:40Z,2022-08-30T22:23:01Z,SUCCEEDED,2253336,133693,1.644,16,16,6
u-ch427-n96-start-paper2-38, 190.861 ,42.85,,,38,,155,2022-08-30T21:31:01Z,2022-08-30T22:24:22Z,2022-08-30T22:30:07Z,SUCCEEDED,2253349,153973,8.466,16,16,6
u-ch427-n96-start-paper2-39, 199.850 ,44.07,,,39,,159,2022-08-30T21:26:22Z,2022-08-30T21:56:14Z,2022-08-30T22:02:12Z,SUCCEEDED,2253337,33070,1.923,16,16,6
u-ch427-n96-start-paper-24, 146.092 ,40.97,,,24,,99,2022-06-26T23:05:41Z,2022-06-27T01:42:31Z,2022-06-27T01:46:31Z,SUCCEEDED,1918767,251550,3.499,16,16,6
u-ch427-n96-start-paper2-40, 205.509 ,47.24,,,40,,163,2022-08-31T03:37:17Z,2022-08-31T04:00:12Z,2022-08-31T04:06:33Z,SUCCEEDED,2254331,85953,2.579,16,16,6
u-ch427-n96-start-paper2-41, 212.340 ,48.33,,,41,,167,2022-08-31T03:40:13Z,2022-08-31T04:33:52Z,2022-08-31T04:40:04Z,SUCCEEDED,2254360,11338,1.940,16,16,6
u-ch427-n96-start-paper2-42, 215.374 ,49.17,,,42,,171,2022-08-31T03:37:17Z,2022-08-31T03:53:12Z,2022-08-31T03:59:49Z,SUCCEEDED,2254332,159583,1.398,16,16,6
u-ch427-n96-start-paper2-43, 199.346 ,50.53,,,43,,175,2022-08-31T15:20:55Z,2022-08-31T18:08:45Z,2022-08-31T18:15:19Z,SUCCEEDED,2257864,248864,1.709,16,16,6
u-ch427-n96-start-paper2-44, 217.192 ,49.95,,,44,,179,2022-09-13T02:02:36Z,2022-09-13T03:59:24Z,2022-09-13T04:06:15Z,SUCCEEDED,2314310,226746,9.283,16,16,6
u-ch427-n96-start-paper2-45, 221.369 ,46.40,,,45,,183,2022-08-30T21:28:12Z,2022-08-30T21:48:53Z,2022-08-30T21:55:46Z,SUCCEEDED,2253345,196220,4.712,16,16,6
u-ch427-n96-start-paper2-46, 238.612 ,48.39,,,46,,187,2022-07-16T15:16:08Z,2022-07-17T01:09:28Z,2022-07-17T01:16:16Z,SUCCEEDED,2031560,16995,2.521,16,16,6
u-ch427-n96-start-paper2-47, 242.316 ,49.80,,,47,,191,2022-07-16T15:16:23Z,2022-07-17T03:11:14Z,2022-07-17T03:18:30Z,SUCCEEDED,2031563,24959,9.835,16,16,6
u-ch427-n96-start-paper2-48, 251.314 ,47.96,,,48,,195,2022-07-16T15:16:33Z,2022-07-17T03:19:11Z,2022-07-17T03:26:35Z,SUCCEEDED,2031564,247750,2.794,16,16,6
u-ch427-n96-start-paper2-49, 210.100 ,48.53,,,49,,199,2022-07-17T07:54:54Z,2022-07-17T08:33:03Z,2022-07-17T08:40:12Z,SUCCEEDED,2033926,94378,1.658,16,16,6
u-ch427-n96-start-paper-25, 125.388 ,41.32,,,25,,103,2022-06-26T23:06:02Z,2022-06-27T01:42:30Z,2022-06-27T01:46:24Z,SUCCEEDED,1918770,66214,3.918,16,16,6
u-ch427-n96-start-paper2-50, 273.139 ,50.05,,,50,,203,2022-07-16T15:21:54Z,2022-07-17T05:03:32Z,2022-07-17T05:11:23Z,SUCCEEDED,2031583,72338,6.497,16,16,6
u-ch427-n96-start-paper2-51, 281.818 ,50.02,,,51,,207,2022-07-16T15:22:10Z,2022-07-17T05:19:52Z,2022-07-17T05:27:51Z,SUCCEEDED,2031585,114217,3.332,16,16,6
u-ch427-n96-start-paper2-52, 292.191 ,51.37,,,52,,211,2022-07-16T15:22:20Z,2022-07-17T06:17:36Z,2022-07-17T06:25:47Z,SUCCEEDED,2031586,194867,3.289,16,16,6
u-ch427-n96-start-paper2-53, 309.008 ,51.53,,,53,,215,2022-07-16T15:22:30Z,2022-07-17T06:41:39Z,2022-07-17T06:50:17Z,SUCCEEDED,2031587,217317,11.431,16,16,6
u-ch427-n96-start-paper2-54, 335.763 ,54.84,,,54,,219,2022-07-17T01:34:09Z,2022-07-17T07:07:29Z,2022-07-17T07:16:53Z,SUCCEEDED,2033378,198346,9.064,16,16,6
u-ch427-n96-start-paper2-55, 269.141 ,53.68,,,55,,223,2022-07-17T01:34:20Z,2022-07-17T07:17:16Z,2022-07-17T07:25:48Z,SUCCEEDED,2033387,219887,1.549,16,16,6
u-ch427-n96-start-paper2-56, 359.839 ,54.42,,,56,,227,2022-07-17T01:34:36Z,2022-07-17T07:26:32Z,2022-07-17T07:36:21Z,SUCCEEDED,2033388,241501,8.507,16,16,6
u-ch427-n96-start-paper2-57, 379.714 ,54.78,,,57,,231,2022-07-17T04:34:50Z,2022-07-17T08:00:28Z,2022-07-17T08:10:41Z,SUCCEEDED,2033720,27633,3.760,16,16,6
u-ch427-n96-start-paper2-58, 354.106 ,54.07,,,58,,235,2022-07-17T04:34:59Z,2022-07-17T08:11:17Z,2022-07-17T08:21:13Z,SUCCEEDED,2033721,49840,14.739,16,16,6
u-ch427-n96-start-paper2-59, 404.664 ,55.12,,,59,,239,2022-07-17T04:35:21Z,2022-07-17T07:48:46Z,2022-07-17T07:59:30Z,SUCCEEDED,2033723,4965,5.637,16,16,6
u-ch427-n96-start-paper-26, 146.268 ,39.76,,,26,,107,2022-06-27T02:06:31Z,2022-06-27T02:07:07Z,2022-06-27T02:11:31Z,SUCCEEDED,1919209,179005,5.526,16,16,6
u-ch427-n96-start-paper2-60, 417.233 ,56.33,,,60,,243,2022-07-17T04:35:36Z,2022-07-17T08:21:51Z,2022-07-17T08:32:26Z,SUCCEEDED,2033724,72079,4.478,16,16,6
u-ch427-n96-start-paper2-61, 331.722 ,58.35,,,61,,247,2022-07-17T14:12:55Z,2022-07-17T14:18:52Z,2022-07-17T14:28:24Z,SUCCEEDED,2034854,129540,5.294,16,16,6
u-ch427-n96-start-paper2-62, 454.819 ,58.87,,,62,,251,2022-07-17T14:14:09Z,2022-07-17T20:58:02Z,2022-07-17T21:09:41Z,SUCCEEDED,2034863,164242,6.234,16,16,6
u-ch427-n96-start-paper2-63, 462.186 ,55.48,,,63,,255,2022-07-17T21:09:32Z,2022-07-17T21:40:46Z,2022-07-17T21:52:40Z,SUCCEEDED,2035969,234584,7.396,16,16,6
u-ch427-n96-start-paper2-64, 408.142 ,62.01,,,64,,259,2022-07-17T21:09:56Z,2022-07-17T22:27:33Z,2022-07-17T22:38:57Z,SUCCEEDED,2035974,109724,17.687,16,16,6
u-ch427-n96-start-paper2-65, 492.914 ,60.00,,,65,,263,2022-07-17T21:10:00Z,2022-07-17T22:13:44Z,2022-07-17T22:26:05Z,SUCCEEDED,2035975,241607,5.404,16,16,6
u-ch427-n96-start-paper2-66, 526.010 ,73.14,,,66,,267,2022-07-17T14:13:21Z,2022-07-17T20:44:27Z,2022-07-17T20:57:46Z,SUCCEEDED,2034857,141205,7.329,16,16,6
u-ch427-n96-start-paper2-67, 387.489 ,71.71,,,67,,271,2022-08-22T15:35:08Z,2022-08-23T00:42:23Z,2022-08-23T00:53:45Z,SUCCEEDED,2213622,22231,8.433,16,16,6
u-ch427-n96-start-paper2-68, 556.164 ,62.56,,,68,,275,2022-07-17T14:13:14Z,2022-07-17T19:56:57Z,2022-07-17T20:10:51Z,SUCCEEDED,2034856,161654,6.643,16,16,6
u-ch427-n96-start-paper2-69, 546.509 ,58.39,,,69,,279,2022-07-17T14:13:36Z,2022-07-17T20:36:48Z,2022-07-17T20:50:33Z,SUCCEEDED,2034859,254425,8.605,16,16,6
u-ch427-n96-start-paper-27, 154.406 ,40.33,,,27,,111,2022-06-23T14:49:26Z,2022-06-23T15:48:23Z,2022-06-23T15:53:00Z,SUCCEEDED,1901764,40367,6.052,16,16,6
u-ch427-n96-start-paper2-70, 528.399 ,63.21,,,70,,283,2022-07-17T14:14:45Z,2022-07-17T21:09:58Z,2022-07-17T21:23:23Z,SUCCEEDED,2034867,186923,18.681,16,16,6
u-ch427-n96-start-paper2-71, 582.690 ,58.21,,,71,,287,2022-07-17T14:13:52Z,2022-07-17T20:29:44Z,2022-07-17T20:44:10Z,SUCCEEDED,2034861,117814,8.694,16,16,6
u-ch427-n96-start-paper2-72, 581.981 ,63.72,,,72,,291,2022-07-17T14:14:53Z,2022-07-17T21:14:25Z,2022-07-17T21:29:11Z,SUCCEEDED,2034869,146510,10.141,16,16,6
u-ch427-n96-start-paper2-73, 455.617 ,66.99,,,73,,295,2022-07-17T21:09:40Z,2022-07-17T22:00:19Z,2022-07-17T22:13:25Z,SUCCEEDED,2035971,218458,12.044,16,16,6
u-ch427-n96-start-paper2-74, 1117.230 ,66.05,,,74,,299,2022-07-17T23:18:46Z,2022-07-18T00:24:33Z,2022-07-18T00:47:20Z,SUCCEEDED,2036525,24005,20.084,16,16,6
u-ch427-n96-start-paper2-74-2, 611.203 ,75.05,,,74,,299,2022-08-22T15:39:09Z,2022-08-23T00:19:16Z,2022-08-23T00:34:16Z,SUCCEEDED,2213648,35155,9.442,16,16,6
u-ch427-n96-start-paper2-75, 620.330 ,65.69,,,75,,303,2022-07-17T15:07:16Z,2022-07-17T21:29:31Z,2022-07-17T21:44:44Z,SUCCEEDED,2034921,170435,9.945,16,16,6
u-ch427-n96-start-paper2-76, 581.528 ,64.94,,,76,,307,2022-07-17T21:09:42Z,2022-07-17T21:45:03Z,2022-07-17T22:00:01Z,SUCCEEDED,2035972,194528,27.435,16,16,6
u-ch427-n96-start-paper2-77, 643.792 ,80.83,,,77,,311,2022-07-17T21:10:04Z,2022-07-17T22:11:12Z,2022-07-17T22:27:11Z,SUCCEEDED,2035982,44081,10.294,16,16,6
u-ch427-n96-start-paper2-78, 662.878 ,82.13,,,78,,315,2022-07-17T15:07:12Z,2022-07-17T21:23:42Z,2022-07-17T21:40:06Z,SUCCEEDED,2034920,210103,11.573,16,16,6
u-ch427-n96-start-paper2-79, 474.590 ,67.46,,,79,,319,2022-07-17T14:13:44Z,2022-07-17T19:08:00Z,2022-07-17T19:21:40Z,SUCCEEDED,2034860,199572,11.900,16,16,6
u-ch427-n96-start-paper-28, 159.018 ,40.47,,,28,,115,2022-06-23T14:49:46Z,2022-06-23T15:54:16Z,2022-06-23T15:58:55Z,SUCCEEDED,1901770,209006,6.009,16,16,6
u-ch427-n96-start-paper2-80, 676.688 ,81.93,,,80,,323,2022-07-17T14:13:29Z,2022-07-17T14:37:19Z,2022-07-17T14:53:56Z,SUCCEEDED,2034858,154949,9.888,16,16,6
u-ch427-n96-start-paper2-81, 709.579 ,74.30,,,81,,327,2022-07-17T14:14:38Z,2022-07-17T20:11:05Z,2022-07-17T20:28:40Z,SUCCEEDED,2034866,92672,12.506,16,16,6
u-ch427-n96-start-paper2-82, 649.483 ,87.02,,,82,,331,2022-07-17T14:14:00Z,2022-07-17T19:21:57Z,2022-07-17T19:38:39Z,SUCCEEDED,2034862,223885,20.163,16,16,6
